,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_j,ratingHashReview_j,ratingAccountReview_j,ratingNoTweet_q,ratingHashReview_q,ratingAccountReview_q,ratingTwitter3_j,ratingTwitter4_j,ratingTwitter3_q,ratingTwitter4_q,ratingLike_j,ratingLike_q,ratingView_j,ratingView_q,ratingWebsite_j,ratingWebsite_q,finalRating1,finalRating2,finalRating3,finalRating4
498,Black Aye,????? Boy Love Lovely Room,6,"""??????????????"" ""????????"" ""??????????????????????????????????!""",29,??,10,https://cdn.readawrite.com/articles/2372/2371368/thumbnail/,4,"???,????????,????????????,18+,????????,?????????????,Boy Love/Yaoi",??????? #??????????????(????????????),436,???????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
499,Black Aye,????? Boy Love Lovely Room,10,????????????????????????????????????????????????? ??????????????????????????????????????????????????,33,??,8,https://cdn.readawrite.com/articles/2372/2371475/thumbnail/,6,"Boy Love/Yaoi,18+,????????,?????????????,????????,????????????",#???????????? (????????????),526,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
504,???????????????????????,????? Boy Love Lovely Room,14,?????????????????????????????? ??????????????????????????,72,??,2,https://cdn.readawrite.com/articles/2374/2373815/thumbnail/,9,"Fanfiction ??????????,Boy love / Yaoi / ?????????,??????????,???????,????????,#OMEGAVERSE,???????,?????,???????????????",?????????? #???????????????,589,??????????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
530,rentier,????? Boy Love Lovely Room,5,??????????????????????????????????????,3,??,1,https://cdn.readawrite.com/articles/2396/2395057/thumbnail/,4,,#???????????,540,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
559,??????,????? Boy Love Lovely Room,10,????????????????????????,28,??,3,https://cdn.readawrite.com/articles/1524/1523187/thumbnail/,5,"????????????,?????????,?????????,Y,???,Chanbaek",#????????????,609,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
589,????????,????? Boy Love Lovely Room,5,?????????????????????????? ????????????????????????????????????????????????????????? ???????????????,24,??,3,https://cdn.readawrite.com/articles/1503/1502504/thumbnail/,5,"Boy Love/Yaoi,??????,????????,????????,?????????????,???????????,?????",[??????????] #?????????????,653,??????????,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
590,yeoukitsune,????? Boy Love Lovely Room,6,"??????????????????? ""???????????..????!!""",24,??,2,https://cdn.readawrite.com/articles/1503/1502626/thumbnail/,5,"???????,????????",??????????? ???? [Gook Channel] #????????,537,???????????????,????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
606,??????,????? Boy Love Lovely Room,23,"""????????????"" ""???????????????????????????????????????????!!"" ""????????????????????????????????????",35,??,5,https://cdn.readawrite.com/articles/1559/1558994/thumbnail/,8,"Boy Love/Yaoi,18+,????????,??????,????????,????????",You are mine #???????????????,665,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
645,Saikaxox,????? Boy Love Lovely Room,6,?????????????????? ???????????????????????????????????? ?????...????????????????????????,40,??,0,https://cdn.readawrite.com/articles/1607/1606589/thumbnail/,6,"???????????????,??????,?????,???????,???????????,????????,?????????????,Boy love / Yaoi / ?????????,#yaoi #?????? #?x? #???????? #??????????? #BL #Mpreg,?????????????,Boy Love/Yaoi,?????????????,????????,Mpreg",?????? #??????????????? YAOI,411,??????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
659,??????,????? Boy Love Lovely Room,10,??????????????????? ???????????20?????????????????????????????????????????????????????????? ????????,16,??,5,https://cdn.readawrite.com/articles/1615/1614844/thumbnail/,4,,KNB# ??????,526,,??????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
682,N.Neymar,????? Boy Love Secret Room,8,“??????????????...?????????????? ???????????????:)” ???? ???????????????????????????????,34,??,5,https://cdn.readawrite.com/articles/1590/1589205/thumbnail/,4,"Boy Love/Yaoi,18+,????????,????????,????????,SM,???,?????????????",#?????????????????,982,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
709,FIT FOR FINE,????? Boy Love Lovely Room,5,"""????????????...????? ?????????????????"" ""??????????????????!"" ?????????????????????????????????????",6,??,3,https://cdn.readawrite.com/articles/1656/1655577/thumbnail/,4,"JUSTRIGHT,??????????????????????,Boy Love/Yaoi,18+,????????,????????,?????????????",Yaoi | JUST RIGHT #??????????????????????,283,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
711,Tang_Tang,????? Boy Love Lovely Room,22,"""?????????????...??????????????"" ????,2020",31,??,7,https://cdn.readawrite.com/articles/1657/1656164/thumbnail/,7,"Boy Love/Yaoi,18+,????????",#?????????????????????????,883,,?????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
714,???????????,????? Boy Love Lovely Room,13,???????????????????...??????????????????????????? ??????????????????????????????????????????????????,14,??,3,https://cdn.readawrite.com/articles/1662/1661427/thumbnail/,7,"??????????????????????,Boy Love/Yaoi,????????,????,???????,Romantic,comedy,Yaoi,Chef,?????????????,????????,???,???",Lazy Monday Morning #?????????????????????? [BL/Yaoi],348,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
736,????????????,????? Boy Love Lovely Room,6,??????????????...???????????????????????????????? ???????????????????????????????????,6,??,11,https://cdn.readawrite.com/articles/1635/1634247/thumbnail/,5,"kissyou,Kris,Yu,Yaoi,??????????????",?????????????? ??? 1 #kissyou[???????????],531,?????????????????,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
751,Seeyaa,????? Boy Love Secret Room,12,??????????????????????????????????????????? ??????? : ????????????18+???????????,28,??,2,https://cdn.readawrite.com/articles/1699/1698613/thumbnail/,6,"sex,Boy Love/Yaoi,??????,18+,????????",????????????????????????????????????????????? #??????,383,?????????????????????????????????????????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
757,?????????????,????? Boy Love Lovely Room,13,????????????????????? ??????????? ????????????????????????????????....,49,??,1,https://cdn.readawrite.com/articles/1700/1699215/thumbnail/,9,"???????,????????,??????",???????????????????... #??????????,812,???????????????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
761,????????????,????? Boy Love Lovely Room,9,????????????????????????????????????????? ??????????????????????????????????????????????????????????,32,??,4,https://cdn.readawrite.com/articles/1704/1703652/thumbnail/,6,"??????,???,?????,?????????,??????????,???????????",#??????????? | ???????,792,,???????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
762,zerpent,????? Boy Love Lovely Room,7,"""?????????????"" ""?????????????"" ""????..?????????????????????????"" ""???? ?????????????????????????""",26,??,2,https://cdn.readawrite.com/articles/1704/1703854/thumbnail/,4,"Boy Love/Yaoi,omegaverse",(omegaverse) #????????????? | yaoi,529,,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
769,lavenm,????? Boy Love Lovely Room,9,“ ???? ?????? ????????????????????????????????? “,27,??,1,https://cdn.readawrite.com/articles/1713/1712784/thumbnail/,4,"Boy Love/Yaoi,????????,18+,????????,Boss,?????????,???????,?????????,?????,Mpreg,?????? / drama,omegaverse",#??????????????? ( omegaverse | m?p?r?e?g ),416,,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
787,??????,????? Boy Love Lovely Room,8,"""??????????????? ????????????"" ""???????????????..""",21,??,2,https://cdn.readawrite.com/articles/1682/1681491/thumbnail/,6,"?????????????,???????????????,???????,?????????????,????????,????????,??????,Boy love / Yaoi / ?????????,??????,?????????????,????????,???????????????,????????,??????,?????????,???????????????,yinwar",ConFirm..????????????? #??????,660,?????????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
789,?????????,????? Boy Love Lovely Room,8,??????????????????????????????????????????????????????????????????????????????,9,??,2,https://cdn.readawrite.com/articles/1681/1680774/thumbnail/,4,"Boy Love/Yaoi,???",#??????????????????????,282,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
794,nyx.,????? Boy Love Secret Room,16,'????????????????????????????????????????????....?????????',23,??,1,https://cdn.readawrite.com/articles/1685/1684047/thumbnail/,4,"???,????????,??????",???????????????????????????#????,1015,???????????????????????????,???,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
796,PNK,????? Boy Love Lovely Room,13,"I tried so hard and got so far But in the end, it doesn't even matter.",16,??,5,https://cdn.readawrite.com/articles/1685/1684274/thumbnail/,6,"?????????,???????,????????????,????????????????????,Femboy,female,?????????????,????????????,????????????,????????,???????????????,Boy Love/Yaoi",(SF/OS) THX #????????,778,,????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
810,709BIT,????? Boy Love Secret Room,6,??????????????????????????????????????????????????,28,??,0,https://cdn.readawrite.com/articles/1742/1741871/thumbnail/,6,????????????????,(omegaveres) partner #????????????????,749,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
838,??????????????????,????? Boy Love Lovely Room,37,????????????????????????????????? ????????????????????????????????????????????? ????????????????????,21,??,10,https://cdn.readawrite.com/articles/1720/1719504/thumbnail/,7,"Boy Love/Yaoi,18+,????????,Feel good",?????????(?)?????? #?????????? [ Yaoi / BL ],999,?????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
846,???????,????? Boy Love Lovely Room,5,????????????????? ??????? ????????????????? ??????????????????????????? ????????! ??????????????????,47,??,0,https://cdn.readawrite.com/articles/1727/1726747/thumbnail/,4,"omegaverse,Boy Love/Yaoi,Yaoi",#????????????????????????? (Omegavers),364,,?????????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
873,nekky?,????? Boy Love Secret Room,7,????????????????????????????????????????????????????????????? ?????????????,20,??,1,https://cdn.readawrite.com/articles/1790/1789126/thumbnail/,6,??????????,#??????????,749,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
874,real_punch,????? Boy Love Secret Room,5,???????????????????????????????????????????? ???????????????????????,24,??,5,https://cdn.readawrite.com/articles/1789/1788842/thumbnail/,1,"????????,#????,#jaedo,JAEHYUN,???????????,NC18+,??????????",Hellevator??#????????????,1251,,????????????,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,3,1,1,1,1
880,- ??????_??????????,????? Boy Love Secret Room,7,"""????????????"" ""????!? ???????????????????????????""",22,??,3,https://cdn.readawrite.com/articles/1797/1796629/thumbnail/,4,"???????,???????,Ahhh",#?????????????????????? | Yaio,477,,??????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
889,??????,????? Boy Love Secret Room,6,???????????????????????? ???????????????????????????????? ?????????????????????????? ???????????? ??,23,??,1,https://cdn.readawrite.com/articles/1763/1762017/thumbnail/,5,"Boy Love/Yaoi,??????,?????????,??? / comedy",???????????????????? #????????,303,????????????????????,????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
922,?????,????? Boy Love Secret Room,4,????????????????????????????????????????????????????????????????????????????????????????????????????,12,??,4,https://cdn.readawrite.com/articles/1839/1838934/thumbnail/,4,"Boy Love/Yaoi,18+,?????????????????,????????,???????????",[BL] #???????????????????????,317,,???????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
949,????????,????? Boy Love Lovely Room,6,"""???""(???) ""?????????????!???????!""(???) ""????""(???????????????????????????) ""??????????????!!?????",17,??,3,https://cdn.readawrite.com/articles/1867/1866369/thumbnail/,4,"??????,????????&??????????????,boylove,Yaoi,???????????",Butter????????????#??????,329,??????????,??????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
955,Plernsri,????? Boy Love Lovely Room,11,???????????????????????????????????????????????? ???????????????????????????????????????????????????,42,??,7,https://cdn.readawrite.com/articles/1875/1874711/thumbnail/,6,"MonstaX,#monstaX #shownu #wonho #minhyuk #kihyun #hyungwon #jooheon #im,shownu,Hyungwon",(BL) Spirit Heart #?????????,1000,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
960,LUFTMENSCH,????? Boy Love Secret Room,8,"""??????????"" '?????????????????'",25,??,4,https://cdn.readawrite.com/articles/1879/1878369/thumbnail/,4,?????,#?????,859,,?????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
974,Spin_ice,????? Boy Love Lovely Room,13,[???? x ??????] ????????????? ???????????????????????? ?????????????? ?????????... #?????????,33,??,0,https://cdn.readawrite.com/articles/1845/1844374/thumbnail/,6,"?????????,??????????,????????,?????????,??????????????,????????????",TAKE OVER YOUR BREATH | #?????????,443,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
977,~SMILE LEE~,????? Boy Love Secret Room,7,"????????? ?????????????????????????????? ?????????????? ???????????????????? ""???????????""",22,??,1,https://cdn.readawrite.com/articles/1847/1846767/thumbnail/,5,"???????,??????,???????,????????????????????????????",??????????(Yaoi)#??????????,784,??????????,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
991,+*TSUKA+*,????? Boy Love Lovely Room,4,Not One Night Stand Must But together we be the perfect soulmates!! ?????????????????????? ?????????,37,??,0,https://cdn.readawrite.com/articles/1901/1900928/thumbnail/,4,,SOLAR SYSTEM #????????????????????,456,,????????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1004,popoly,????? Boy Love Secret Room,4,“?????????????! ???????????????????!”,26,??,4,https://cdn.readawrite.com/articles/1911/1910139/thumbnail/,4,"????????????????,Boy Love/Yaoi,Rosary,???????,??????,Boy love / Yaoi / ?????????",#????????????????,935,,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1014,color2candy,????? Boy Love Lovely Room,10,??????????? GPRS ?????????????,28,??,1,https://cdn.readawrite.com/articles/1923/1922123/thumbnail/,6,"OhmFluke,ohm_thitiwat,fluke_natouch,??????????,????????????,???????,????????????????????????????",(OHMFLUKE) #??????????????????,777,,??????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1023,muffinchear,????? Boy Love Lovely Room,9,???????????????????????????????????????????????? ??????????????????????? ???????????????????????????,11,??,4,https://cdn.readawrite.com/articles/1925/1924598/thumbnail/,6,"Boy Love/Yaoi,????????,???,????????",#?????????????????,327,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1025,moonlight nightfall,????? Boy Love Lovely Room,4,??????????? ‘????’ ????????????????????????????????? ????????????????? ?????????????????,11,??,9,https://cdn.readawrite.com/articles/1928/1927005/thumbnail/,4,"BL Boy Love,harem,Boy Love/Yaoi,Boy love / Yaoi / ?????????,??????? / romance,comedy,?????? / drama,drama",I need your love ??????????????????????????? #????,426,???????????????????????????,????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1034,????????,????? Boy Love Lovely Room,12,???????????????????????????????????????????????????????????????????????????????????????,16,??,4,https://cdn.readawrite.com/articles/1894/1893666/thumbnail/,6,"??????????????,#?????????,???????,????????,??????????",??????????????? #???????????????,910,???????????????,???????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1035,teara,????? Boy Love Lovely Room,11,??????????...??????????????? ????????????????????????????????? ??????????????????????????????? ?????,23,??,3,https://cdn.readawrite.com/articles/1895/1894045/thumbnail/,6,"Boy Love/Yaoi,Boy love / Yaoi / ?????????,Rainverse,#rainverse",#????????? (Rainverse),524,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
1042,penguin_23,????? Boy Love Lovely Room,5,??????????????????????????????????????????????????????????????????????????????? ??????????????????,30,??,2,https://cdn.readawrite.com/articles/1898/1897807/thumbnail/,4,"Boy Love/Yaoi,?????????????????,???????????????!",?????????????????????????????????????????? | #????????????????,427,??????????????????????????????????????????,????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,1,1,1
38,K.white rabbit,????? Boy Love Lovely Room,3,??????????????????????????,10,??,3,https://cdn.readawrite.com/articles/1942/1941257/thumbnail/,2,,Can you love me? #?????????????????,382,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
59,092-20-4_5,????? Boy Love Lovely Room,5,#????????? ??????????????????? ???????????????????????? ?????????????????????????? ?????????????????,13,??,1,https://cdn.readawrite.com/articles/1994/1993380/thumbnail/,3,"Boy Love/Yaoi,feelgood,??????????,omegaverse,??????,?????????",- (Omegaverse)? R \' P? : #????????? -?,482,,?????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
62,mushroomrodsom,????? Boy Love Secret Room,4,??????????????????????????????????? ???????????????????????????????????,7,??,4,https://cdn.readawrite.com/articles/1997/1996090/thumbnail/,2,,Remi\'s man #?????????????? omegaverse,321,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
107,?????????,????? Boy Love Lovely Room,3,????????????????? ?.1 ?????????????????????????????????????????? ?.3 // ????????????????????????????,11,??,7,https://cdn.readawrite.com/articles/2039/2038821/thumbnail/,2,"Boy Love/Yaoi,?????????????,????????,????????,????????,Markbam,Fanfiction ??????????",#?????????? YAOI,523,,??????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
123,bonnie.f,????? Boy Love Lovely Room,5,"""??????????????????????????????????""",19,??,1,https://cdn.readawrite.com/articles/2017/2016634/thumbnail/,3,?????????????????,#????????????????? (Mpreg),371,,?????????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
129,dannelion,????? Boy Love Lovely Room,4,?????? ????????????????????????????? ?????... ????????????????????,13,??,1,https://cdn.readawrite.com/articles/2022/2021989/thumbnail/,3,"Boy Love/Yaoi,omegaverse,??????????????",(omegaverse) my goddess #??????????????,284,,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
132,Tarntanoi,????? Boy Love Lovely Room,13,????????????????????????????????????? ??????????????????????????????????????,16,??,1,https://cdn.readawrite.com/articles/2023/2022499/thumbnail/,10,"??????????????,????????,Feel good,??????,bnior,BNyoung",????????? ? #??????????????,105,?????????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,2.7,1,1,1,1
157,???????,????? Boy Love Secret Room,2,[ ????????????????????...??????????????????? ],22,??,7,https://cdn.readawrite.com/articles/2093/2092067/thumbnail/,2,"?????????????,?????????",????????????????????????? #?????????????,466,?????????????????????????,?????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
160,an_octoberz,????? Boy Love Secret Room,5,???????????????????????????????????????? ??????? ?? ??? ???,6,??,3,https://cdn.readawrite.com/articles/2100/2099425/thumbnail/,3,"OVERLAP,???????,bleafnovel",- OVERLAP - #???????,326,,???????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
200,Arwen wee,????? Boy Love Lovely Room,3,???????????????????????????? ??????????????????????????????????????????????????????? ?????????? ????,12,??,13,https://cdn.readawrite.com/articles/2137/2136996/thumbnail/,2,"Arwen wee,Boy Love/Yaoi",???????? #????????...??????,813,????????,??????????????,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
272,Maysaya,????? Boy Love Lovely Room,8,??????????????????????????????????????????????,21,??,3,https://cdn.readawrite.com/articles/2206/2205149/thumbnail/,3,"Boy Love/Yaoi,????????,??????????????????,??????????,??????,?????????????",#???x???[],796,,???,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2.7,1,1,1,1
