,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
60,omoplus,นิยาย Boy Love Secret Room,58,เรื่องราวบนเตียงอันแสนเร่าร้อนของพวกเขา..ที่เกิดขึ้น'ในทุกคืนวันศุกร์',408,จบ,2.0,https://cdn.readawrite.com/articles/1996/1995149/thumbnail/,42,,()Friday Night #ในคืนวันสุข,"17,186",,ในคืนวันสุข
61,anasty,นิยาย Boy Love Secret Room,2,Underground City (น.) มหานครที่พร้อมมัวเมาเหล่าผู้มาเยือนให้ตกลงในความโสมมของโลกนี้,4,จบ,2.0,https://cdn.readawrite.com/articles/1996/1995488/thumbnail/,1,"Boy Love/Yaoi,pistilverse,ดาร์คแฟนตาซี,เนื้อหามีความรุนแรงบางส่วน",Underground City #มหานครแห่งความมืด (Pistilverse),136,,มหานครแห่งความมืด
62,mushroomrodsom,นิยาย Boy Love Secret Room,4,แค่บังเอิญเจอกระทิงป่าเถื่อนที่บาร์ อยู่ดีๆก็ให้เขาพาไปขับรถเล่นริมทะเล,7,จบ,4.0,https://cdn.readawrite.com/articles/1997/1996090/thumbnail/,2,,Remi\'s man #เขาเป็นของเรมิ omegaverse,321,,เขาเป็นของเรมิ
63,SeaFlower,นิยาย Boy Love Lovely Room,86,วันนี้เป็นวันหยุดของผม ผมตั้งใจจะชงชาและอ่านนิยายทั้งวันแต่อยู่ๆผมก็เหมือนวูบตื่นมาอีกทีผมก็มาอยู่ใน,374,จบ,9.0,https://cdn.readawrite.com/articles/1998/1997967/thumbnail/,45,"Boy Love/Yaoi,นิยายวาย,นิยายแฟนตาซี,โรงเรียน,ตัวร้าย,พระรอง,ตัวร้ายไม่จริง,18+,ตลก,พระเอก,นายเอก,5P",ดื่มชาอยู่ดีๆก็กลายเป็นตัวร้ายเฉยเลย #ตัวร้ายไม่จริง,"8,482",ดื่มชาอยู่ดีๆก็กลายเป็นตัวร้ายเฉยเลย,ตัวร้ายไม่จริง
64,Blood_purple,นิยาย Boy Love Lovely Room,0,คุณพีทxไออุ่น♡,4,จบ,1.0,https://cdn.readawrite.com/articles/1998/1997006/thumbnail/,0,"Boy Love/Yaoi,นิยายโรแมนติก,นิยายวาย,ตลก,Feel good,ฟีลกูด",#คุณคนข้างบ้านตอนนี้ทำอะไรอยู่นะ?[Yaoi/BL],81,,คุณคนข้างบ้านตอนนี้ทำอะไรอยู่นะ
65,D-E-M-O-N,นิยาย Boy Love Lovely Room,1,"""หงึ อย่าดุเค้านะ"" เป็นแมวที่ขี้อ้อนเสียจริง ขี้อ้อนแบบนี้ระวังผมจะทนไม่ไหว...",13,จบ,7.0,https://cdn.readawrite.com/articles/2000/1999054/thumbnail/,1,แมวผมใครอย่าแตะ,แมวผมใครอย่าแตะ #ตัวเล็กของพี่คิว,310,แมวผมใครอย่าแตะ,ตัวเล็กของพี่คิว
66,พราวแสงเดือน,นิยาย Boy Love Lovely Room,96,“จริงสิ เวลาเรายิ้มเนี่ย น่ารักมากเลยรู้ไหม”,248,จบ,11.0,https://cdn.readawrite.com/articles/2000/1999139/thumbnail/,46,"Boy Love/Yaoi,นิยายวาย,นิยายรัก,นิยายโรแมนติก,ตลก,ดราม่า",รักไม่วุ่น สนพ.Hermit Books #เตวิชกังหัน #มะยมเต็งหนึ่ง,"5,049",รักไม่วุ่นสนพ,เตวิชกังหัน
67,EuraysiaSama,นิยาย Boy Love Secret Room,8,ในโลกที่ปีศาจเป็นพลเมืองชั้น 1 และมนุษย์เป็นพลเมืองชั้นสอง คาเรลล์ มนุษย์ธรรมดาทำอาชีพ'ถูกกิน'ให้กับ,51,จบ,0.0,https://cdn.readawrite.com/articles/2000/1999530/thumbnail/,7,"PWP,Porn without plot,Boy Love/Yaoi,Demon",: Please EAT ME : #รับจ้างถูกกิน,571,,รับจ้างถูกกิน
68,Rain-at-Rose,นิยาย Boy Love Secret Room,"1,283",การเปลี่ยนผ่านอำนาจในตระกูลบีบบังคับให้ 'พศวีร์' จำเป็นต้องมีทายาท ทว่าเขา 'บกพร่อง' จากฝีมือศัตรูคู,"1,819",จบ,27.0,https://cdn.readawrite.com/articles/2002/2001293/thumbnail/,281,"Boy Love/Yaoi,18+,Mpreg,ดราม่า,นิยายวาย,มาเฟีย,นิยายโรแมนติก,นิยายรัก","Guilty Passion : #ครรภ์ลับ [Omegaverse , Mpreg]","115,472",,ครรภ์ลับ
69,nightynight1909,นิยาย Boy Love Lovely Room,7,มีเพียงคำขอเดียวเท่านั้นที่ข้ามีต่อพี่ ได้โปรดลืมตาของท่าน,19,จบ,3.0,https://cdn.readawrite.com/articles/2001/2000701/thumbnail/,6,"Boy Love/Yaoi,นิยายวาย,ดราม่า,นิยายแฟนตาซี",#บันทึกการสังหารหมู่ดวงดาวที่เจ็ด,249,,บันทึกการสังหารหมู่ดวงดาวที่เจ็ด
70,FlyMeToYourHeart,นิยาย Boy Love Lovely Room,23,"· ˚ Fanfiction Project, for 김요한 & 송형준 ♥ — #fmtyh2230 ( #YOSONG #โยซง )",28,จบ,24.0,https://cdn.readawrite.com/articles/2003/2002656/thumbnail/,14,,Fly Me To Your Heart | #โยซง,"1,483",,โยซง
71,friedchicken,นิยาย Boy Love Lovely Room,2,ผมเจอคุณครั้งแรกในวันฝนตก เราคบกันครั้งแรกในวันฝนตกและเราเลิกกันครั้งแรกในวันที่.....,3,จบ,4.0,https://cdn.readawrite.com/articles/2002/2001669/thumbnail/,0,"Boy Love/Yaoi,#นิยาย​วาย​ #feelgood #boylove #yaoi,Boy love / Yaoi / ชายรักชาย,คุณโจที่ลงตัว",TheRainคุณและผมในวันที่ฝนตก #คุณโจที่ลงตัว,132,คุณและผมในวันที่ฝนตก,คุณโจที่ลงตัว
72,ลาดุ๊ย,นิยาย Boy Love Secret Room,12,(ขออนุญาตเจ้าของรูปนะคะ)Coffee Coffee Boy...,13,จบ,1.0,https://cdn.readawrite.com/articles/2002/2001815/thumbnail/,6,"Boy Love/Yaoi,นิยายวาย,18+,นิยายรัก,เหนือมังกร,เพื่อน,อย่าซีเรียด",Coffee Boy#เหนือมังกร (omegaverse),186,,เหนือมังกร
73,ฝันหวานก่อนนอน,นิยาย Boy Love Lovely Room,4,หนุ่มหน้าใสที่ได้ย้อนกลับไป10ปีที่แล้วเพื่อตามจีบคนที่กำลังจะแต่งงานในไม่อีกกี่วัน แต่สุดท้ายดันไปตก,4,จบ,2.0,https://cdn.readawrite.com/articles/2004/2003908/thumbnail/,3,กรณ์ดรีม,10 years a go #กรณ์ดรีม,206,,กรณ์ดรีม
74,Zee_cat,นิยาย Boy Love Lovely Room,1,"""คุกสำหรับพี่ มันก็แค่คุกกี้เท่านั้นแหละ จรัมวรั้ย!!""",3,จบ,1.0,https://cdn.readawrite.com/articles/2005/2004587/thumbnail/,1,"พระเอกคลั่งรัก,เลี้ยงต้อย,พระเอกออกสาว?",#ต้าว ฟาม รัก,32,,ต้าวฟามรัก
75,_Moon sun_,นิยาย Boy Love Lovely Room,1,จะเป็นอย่างไร เมื่อหนุ่มหน้าหล่อ(?)อย่างชิโนซากิต้องมาเจอกับคุณชายมาเฟียจอมเย็นชาชีวิตของชิโนซากิจะว,9,จบ,3.0,https://cdn.readawrite.com/articles/2005/2004616/thumbnail/,1,"Yaoi,นิยายวาย,ดราม่านิดๆ,บ้าบอ,ตลก,พระเอกขี้หวง",[Yaoi]#หนุ่มหน้าหวานกับคุณชายมาเฟีย,267,,หนุ่มหน้าหวานกับคุณชายมาเฟีย
76,Babybaphomet,นิยาย Boy Love Lovely Room,23,เล่นกับไฟ เร็วไปร้อยปี,113,จบ,2.0,https://cdn.readawrite.com/articles/2006/2005495/thumbnail/,17,"Boy Love/Yaoi,Boy love / Yaoi / ชายรักชาย,Yaoi",Friday with Benefits #เด็กผู้ชายคนนั้นในวันศุกร์,"1,022",,เด็กผู้ชายคนนั้นในวันศุกร์
77,Promisekv,นิยาย Boy Love Lovely Room,663,ชานมจะตอบแทนมนุษย์ที่ยอมเอาชานมมาเลี้ยงเอง โดยการขึ้นไปอยู่บนตัวมนุษย์ยังไงล่ะ,"2,052",จบ,18.0,https://cdn.readawrite.com/articles/2007/2006924/thumbnail/,272,"Boy Love/Yaoi,นิยายรัก,นิยายโรแมนติก,ตลก,นิยายแฟนตาซี,18+,นิยายวาย,ตอบแทนชานม,แทนไท,ชานม,Mpreg",ชานมอยากตอบแทน #ตอบแทนชานม(Yaoi/Mpreg),"82,427",ชานมอยากตอบแทน,ตอบแทนชานม
78,Agira,นิยาย Boy Love Lovely Room,27,"#เมื่อพระเอกลูกรักของผมหลุดออกมาจากนิยาย ""ผมต้องการคุณ"" เพียงประโยคสั้น ๆ ที่เขาพูดก็เปลี่ยนแปลงชีวิ",120,จบ,3.0,https://cdn.readawrite.com/articles/2011/2010198/thumbnail/,19,"Boy Love/Yaoi,นิยายรัก,นิยายแฟนตาซี,นิยายวาย,เมื่อพระเอกลูกรักของผมหลุดออกมาจากนิยาย,พระเอกคลั่งรัก,ต่างโลก",บนโลกที่มีคุณ [BL] #ลูซผู้คลั่งรัก,"1,167",บนโลกที่มีคุณ,ลูซผู้คลั่งรัก
